name,city,state,lat,lng,price
WOODSHED OF BIG CABIN,Big Cabin,OK,36.534,-95.2246,3.00733333
KWIK TRIP #796,Tomah,WI,43.9838,-90.4733,3.28733333
SHELL DBA ONE9 #1244,Gila Bend,AZ,32.9306,-112.7468,3.259
LITTLEFIELD EXPRESS #2,Fort Smith,AR,35.367131,-94.396023,3.399
ACI TRUCK STOP,Columbia,NJ,40.9388,-75.055,3.079
SHEETZ #701,Mount Jackson,VA,38.7857,-78.6803,2.874
TEXAS TRAVEL CENTER,Jarrell,TX,30.8119,-97.5942,2.83233333
PETRO STOPPING CENTER #348,Shorter,AL,32.3836,-85.9162,3.154
CIRCLE K #4700101,Seymour,IN,38.9571,-85.8825,3.499
CASEYS #3205,Council Bluffs,IA,41.251967,-95.853667,3.599
TOPS TRUCK STOP,Sterling,ND,46.8436,-100.2744,3.51566666
MAVERIK COUNTRY STORE #616,Montrose,CO,38.4377,-107.899767,3.39566666
OASIS TRAVEL PLAZA,Laurel,DE,38.5537,-75.5631,3.229
DELAWARE TRUCK PLAZA,New Castle,DE,39.6065,-75.604933,3.249
One9 #89,Ellenton,FL,27.5382,-82.5006,3.439
DOWNIEVILLE FUEL STOP,Dumont,CO,39.7647,-105.6003,3.459
MOLLYS FOOD & FUEL,Crawfordville,GA,33.5708,-82.8872,3.499
SPEEDWAY #8723,Bridgeport,MI,43.3553,-83.8549,3.249
Lupton Truck Stop #567,Lupton,AZ,35.3539,-109.0537,3.299
ONE9 XPRESS FUEL #1264,Eloy,AZ,32.7509,-111.5833,3.139
CIRCLE K #4700095,Henderson,KY,37.8173,-87.58115,3.609
QUIKTRIP #7191,Effingham,IL,39.1217,-88.5611,2.999
LOVES TRAVEL STOP #766,Atkinson,IL,41.4162,-90.0225,3.389
PILOT TRAVEL CENTERS #446,Daleville,IN,40.1257,-85.511,3.514
ALL AMERICAN STORES #7,Fort Wayne,IN,41.089977,-85.100156,3.559
CUBBYS #2101,Gothenburg,NE,40.94,-100.1547,3.13233333
Mr Fuel dba Pilot Express #1149,Jacksonville,FL,30.311931,-81.653317,3.239
PILOT TRAVEL CENTERS #79,Denham Springs,LA,30.468333,-90.8833,3.23233333
ROAD RANGER #240,Lake Station,IN,41.5686,-87.2622,3.559
PILOT TRAVEL CENTERS #448,Hebron,IN,41.3155,-87.2088,3.354
Hop-In Food Stores,Nacogdoches,TX,31.65168,-94.6163,2.859
COFFEE CUP FUEL STOP #5,Moorcroft,WY,44.4154,-104.8389,3.239
DUDLEYS CORNER,Latimer,IA,42.7598,-93.3518,3.23233333
Kwik Star#223,Clear Lake,IA,43.1406,-93.385,3.079
Brew Stuart Truckstop,Stuart,IA,41.5033,-94.3186,3.099
QUIKTRIP #7151,West Memphis,AR,35.14745,-90.1812,2.999
SINCLAIR,Atwood,CO,40.5082,-103.2749,3.299
24/7 TRAVEL PLAZA,Salina,KS,38.832,-97.62675,2.974
PILOT TRAVEL CENTERS #31,Highland,IN,41.55,-87.4569,3.799
MARATHON,Sardinia,OH,38.9832,-83.7966,3.56566666
CIRCLE K #2721593,Ocean Springs,MS,30.42585,-88.80395,3.41566666
DERBY CITYS TRUCK PLAZA,Mount Vernon,KY,37.3983,-84.3379,2.999
LOVES TRAVEL STOPS #363,Ocala,FL,29.1703,-82.148907,3.329
SUPER LUCKY LOUIES,Port Allen,LA,30.472,-91.2541,3.03233333
SAVE,Lake Village,IN,41.1387,-87.4454,3.179
BIG D TRUCK TRAVEL PLAZA,Duson,LA,30.1912,-92.1525,2.98233333
DISCOUNT ZONE,New Orleans,LA,29.957052,-90.070359,3.149
GOLDEN OX TRUCK STOP,Hays,KS,38.8782,-99.3348,3.499
BFS FOODS #66,Grantsville,MD,39.6551,-79.1241,3.899
PILOT TRAVEL CENTER #917- TOWN PUMP,Great Falls,MT,47.52696,-111.28084,3.63566666
CASEYS #3956,Bridgman,MI,41.9362,-86.5543,3.559
CORNER MARKET #117,Dodge City,KS,37.7569,-100.0241,3.399
LOVES TRAVEL STOP #645,Monroe,MI,41.91865,-83.45835,3.239
CARLISLE PLAZA,Carlisle,IN,38.9763,-87.3667,3.499
SPEEDWAY #6092,Taylorsville,IN,39.2953,-85.9498,3.35733333
LOVES TRAVEL STOP #173,Lawrence,KS,38.96718,-95.25106,3.229
PETES #56,Cherryvale,KS,37.2668,-95.559,3.23233333
LOVES TRAVEL STOP #176,Matfield Green,KS,38.1448,-96.5541,3.25566666
PRIDE CONVENIENCE STORE,Springfield,MA,42.124379,-72.572732,3.559
QUIKTRIP #231,Kansas City,KS,39.104587,-94.69292,3.199
FATDOGS OGALLALA,Ogallala,NE,41.1275,-101.7107,3.014
FLYING J TRAVEL PLAZA #748,Willard,UT,41.3989,-112.0317,3.749
PILOT TRAVEL CENTER #91,Saint Johns,FL,30.0815,-81.5477,3.424
7-ELEVEN #40514,Portage,IN,41.5672,-87.1757,3.99066666
LOVES TRAVEL STOP #403,Binghamton,NY,42.113,-75.8936,3.679
WILTON TRAVEL PLAZA,Gansevoort,NY,43.1803,-73.7053,3.749
WARREN OIL,Hammond,IN,41.57518,-87.46972,3.439
7-Eleven #41830,Jacksonville,TX,31.9618,-95.2703,2.91566666
Maverik #727,Yuma,AZ,32.68054,-114.55854,3.179
Pilot Travel Centers #14,Sunbury,OH,40.2655,-82.8511,3.719
Circle K #4705624,Seville,OH,41.0227,-81.8562,3.06566666
SPEEDWAY #9385,Hebron,OH,39.9535,-82.4919,3.369
FUEL MART #641,Perrysburg,OH,41.54995,-83.60995,3.499
E-Express at Central Truck Stop,Oklahoma City,OK,35.494951,-97.488642,2.879
E EXPRESS,Choctaw,OK,35.4718,-97.2726,2.899
RACETRAC #2594,Dublin,GA,32.4997,-82.92655,2.999
MAVERIK COUNTRY STORE #502,Alliance,NE,42.1149,-102.888,3.259
MR FUEL #753,Ruther Glen,VA,37.9451,-77.4714,3.26566666
THE COUNTRY OASIS,Woodburn,IN,41.1253,-84.8533,3.399
ROCK PORT TRUCK PLAZA,Rock Port,MO,40.4306,-95.5274,3.099
TRUCK STOP 44,Gilbert,SC,33.9581,-81.3914,3.079
7-Eleven #41376,Orangeburg,SC,33.514425,-80.866075,3.22566666
LOAF N JUG #750010,Alamosa,CO,37.47315,-105.8802,3.259
LOVES TRAVEL STOP #343,Toomsuba,MS,32.4296,-88.4892,3.009
GASTRAK OF PEMBINA,Pembina,ND,48.859,-97.2886,3.299
ALLSUPS #2387,Guymon,OK,36.6961,-101.4778,2.97566666
MURPHY EXPRESS #8928,Laredo,TX,27.518557,-99.461743,2.84566666
EDDIES CORNER,Moore,MT,46.9755,-109.6969,3.749
One9 #403,Heiskell,TN,36.115,-84.0438,2.999
CASEYS #4205,Knoxville,TN,35.971652,-83.964548,3.099
PLATEAU TRUCK AND AUTO CENTER,Van Horn,TX,31.0391,-104.8245,3.099
GO MART FOOD STORE #57,Lore City,OH,40.0459,-81.4479,3.179
CIRCLE K #2723322,Gainesville,GA,34.30806,-83.86304,3.26566666
FASTBREAK,West Point,MS,33.6076,-88.6503,3.059
PLAZA 30,Wanatah,IN,41.3845,-86.8764,3.499
QUIKTRIP #7203,Peru,IL,41.333,-89.1265,2.969
Circle K #2741795,Maumelle,AR,34.8491,-92.4059,3.18566666
MR FUEL #719,Gary,IN,41.579437,-87.339713,3.56566666
RED DOG,Egan,LA,30.251,-92.5002,3.049
LOVES TRAVEL STOP #449,Troutdale,OR,45.5254,-122.3739,3.779
PWI #586,Rock Springs,WY,41.59675,-109.21645,3.199
AMERISTAR TRAVEL PLAZA #120,Prosser,WA,46.2232,-119.771,4.399
QUIKTRIP #7170,Cottondale,AL,33.1767,-87.3871,2.91566666
TA Concordia Travel Plaza,Concordia,MO,38.9776,-93.5812,3.22566666
MAVERIK COUNTRY STORE #702,Sidney,NE,41.17925,-102.99075,3.11233333
JIFFY MART EXIT 18 TRUCK STOP,Lebanon,NH,43.6435,-72.2473,3.599
TA MAYBROOK TRAVEL CENTER,Montgomery,NY,41.5333,-74.2534,4.359
KWIK FILL #227,Geneva,OH,41.8029,-80.9474,3.15233333
UNION 76,Albany,OR,44.639,-123.09515,3.379
ONE9 #1366,Holladay,TN,35.8951,-88.0912,2.98566666
PETRO STOPPING CENTER #350,Canutillo,TX,31.9344,-106.5929,3.499
CROWN POINT TRUCK STOP,Thorofare,NJ,39.8457,-75.1943,3.549
TA EXPRESS SUMMIT,Summit,SD,45.3521,-97.0427,3.20566666
7-ELEVEN #35101,Randolph,NY,42.1631,-78.96,4.499
Quiktrip #356,Wichita,KS,37.694591,-97.341863,3.194
BP,Ottumwa,IA,41.0309,-92.4098,3.399
Arco #364420,Greenup,KY,38.5368,-82.9191,3.649
QUIKTRIP #4231,Evans,CO,40.3803,-104.6971,3.17233333
AYERCO #26,Alexandria,MO,40.3445,-91.5154,3.01566666
Kwik Trip #1508,Barneveld,WI,43.0158,-89.9042,3.489
SPEEDWAY #7459,North Chicago,IL,42.379,-87.8165,3.289
Ocean Fuel,Sylvania,GA,32.7439,-81.6287,3.499
CIRCLE K #2704888,Pelham,AL,33.2932,-86.768,3.46566666
SPEEDWAY #1439,Mc Calla,AL,33.2845,-87.1024,2.90233333
CASEYS #4254,Conway,AR,35.094275,-92.400425,3.03233333
TCI PHOENIX,Phoenix,AZ,33.491612,-112.079255,2.92233333
Arco dba One9 #1258,Quartzsite,AZ,33.69805,-114.21605,3.359
STINKER #85,Blackfoot,ID,43.1943,-112.3615,3.53233333
SHELL DBA ONE9 #1401,Lake City,FL,30.181375,-82.648025,3.244
SUNSTOP INLAND DBA ONE9 #1402,Marianna,FL,30.744933,-85.214567,3.299
CIRCLE K #2705367,Thomson,GA,33.4774,-82.4942,3.399
BC AMPRIDE TRUCK PLAZA,Denison,IA,42.0196,-95.3636,3.399
KWIK STAR #704,Parkersburg,IA,42.5714,-92.7688,3.58233333
TRAVELERS OASIS,Eden,ID,42.5868,-114.2467,3.799
LOVES TRAVEL STOP #770,Wadsworth,IL,42.446,-87.904,3.759
SPEEDWAY #7423,Ina,IL,38.1527,-88.8894,3.249
VILLAGE PANTRY #5210,Oakwood,IL,40.1167,-87.7825,3.179
CIRCLE K #4701398,Divernon,IL,39.5692,-89.6626,3.499
SPEEDWAY #8047,Greenfield,IN,39.7902,-85.8141,3.599
SPEEDWAY #8061,Knightstown,IN,39.806,-85.5261,3.759
CIRCLE K #2704691,Cedar Creek,TX,30.0966,-97.4976,3.199
CircleK #4702365,Shelbyville,IN,39.5043,-85.7875,3.509
One9 #297,Terre Haute,IN,39.467675,-87.389,3.43566666
PILOT TRAVEL CENTER #36,Valparaiso,IN,41.471933,-87.073333,3.859
SHORT STOP #13,Emporia,KS,38.4184,-96.1871,2.839
PILOT TRAVEL CENTERS #353,Georgetown,KY,38.2117,-84.5562,3.20566666
SPEEDWAY #9567,Lebanon Junction,KY,37.8511,-85.7246,3.16566666
SOUTHERN BELLE TRUCK STOP,Saint Francisville,LA,30.8694,-91.4186,3.384
ALLTOWN MARKETS #306,Leominster,MA,42.5274,-71.7563,3.68233333
ONE9 #290,Perryville,MD,39.5649,-76.0592,3.599
D AVENUE FUEL PLAZA,Kalamazoo,MI,42.28647,-85.57871,3.099
ROADHAWK TRAVEL CENTER,Paw Paw,MI,42.2349,-85.9005,3.559
KWIK TRIP #250,Austin,MN,43.6695,-92.9784,3.374
CASEYS #3658,Pillager,MN,46.3607,-94.4895,3.299
AYERCO #35,Bowling Green,MO,39.3346,-91.1962,3.01566666
Lamar Travel Plaza,Lamar,MO,37.5191,-94.3364,3.199
AYERCO #44,Palmyra,MO,39.7913,-91.5368,3.01566666
TEMP STOP #103,Sedalia,MO,38.7003,-93.2303,3.199
SNAPPY MART #11,West Plains,MO,36.7284,-91.8717,3.299
SPRINT MART #27,Corinth,MS,34.8982,-88.5567,3.05566666
DOUBLE QUICK #89,Greenville,MS,33.3666,-90.995675,3.25566666
JOE JOES TRAVEL CENTER,Red Banks,MS,34.8937,-89.5649,2.97233333
LOVES TRAVEL STOP #667,Mebane,NC,36.0979,-79.2719,3.94733333
CIRCLE K #2723844,Sanford,NC,35.465533,-79.163333,3.049
Coastal Fuel,Wilmington,NC,34.199792,-77.8864,3.399
CIRCLE K #2720939,Wilson,NC,35.73355,-77.931675,3.049
FATDOGS GRAND ISLAND TRAVEL CENTER,Grand Island,NE,40.907667,-98.410167,2.979
BORDENTOWN VALERO,Bordentown,NJ,40.1431,-74.7032,3.499
Delta,Fairfield,NJ,40.8822,-74.296,3.20233333
BOLLA TRUCK STOP #193,Mahwah,NJ,41.0928,-74.17525,3.53233333
GLOBAL,Palmyra,NJ,40.0037,-75.0257,3.359
PETRO STOPPING CENTER #313,Milan,NM,35.1698,-107.8909,3.57066666
7- ELEVEN #40507,Rolling Prairie,IN,41.7229,-86.5841,3.98233333
SPEEDWAY #9400,Canton,OH,40.814772,-81.3829,3.369
AP FUEL STOP,Lima,OH,40.747333,-84.12225,3.08066666
SUNOCO,Montpelier,OH,41.5982,-84.6147,3.41566666
ONCUE EXPRESS #2045,Billings,OK,36.5246,-97.4189,3.21566666
DOMINO FOOD AND FUEL #1,Clinton,OK,35.5115,-98.9795,3.099
ONE9 #339,Covington,IN,40.1326,-87.3819,3.26233333
SAC SHOP #507,Breezewood,PA,39.9905,-78.2453,4.099
GETTYSBURG TRAVEL PLAZA,Gettysburg,PA,39.832,-77.2223,3.899
CIRCLE K #4702409,Lafayette,IN,40.376883,-86.8716,3.15733333
KWIK FILL #259,Mechanicsburg,PA,40.1956,-77.01505,4.049
PILOT TRAVEL CENTERS #346,Lugoff,SC,34.2296,-80.7147,3.43233333
BIG D #30,Cheyenne,WY,41.15185,-104.7939,3.204
HOT SPOT #3005,Chesnee,SC,35.1154,-81.8678,3.199
RACEWAY #6854,Rockmart,GA,33.9979,-85.0594,3.17233333
PETRO FLORENCE,Florence,SC,34.137967,-79.70625,3.32566666
CIRCLE K #2705370,Inman,SC,35.0528,-82.054,3.099
QUIKTRIP #1198,Lexington,SC,33.939033,-81.235733,3.129
CIRCLE K #2705348,Beech Island,SC,33.4707,-81.8639,3.159
7-ELEVEN #41813,Duncan,SC,34.9176,-82.1258,3.099
ROADRUNNER MARKET #6019,Greeneville,TN,36.1818,-82.849267,3.499
Circle #4703923,Chattanooga,TN,35.04139,-85.283515,2.78566666
BLU STATION- LAMAR AVE,Memphis,TN,35.159839,-89.969254,2.969
QUIKTRIP #7914,Amarillo,TX,35.253452,-101.865656,2.84566666
YESWAY #1157,Brownfield,TX,33.1698,-102.2762,2.99233333
DILLEY TRUCK STOP,Dilley,TX,28.6782,-99.1747,3.06566666
TOOT N TOTUM #106,Dumas,TX,35.8823,-101.968,3.00566666
STRIPES #40911,Freer,TX,27.88,-98.6061,3.099
SEIBERT TRAVEL PLAZA,Seibert,CO,39.3183,-102.8822,3.499
CATTREZ,Irving,NY,42.5739,-79.0596,2.899
I MART #108,Wildersville,TN,35.7698,-88.4388,3.099
Kum & Go #0535,Des Moines,IA,41.650284,-93.586047,2.98733333
FLYING J TRAVEL PLAZA #924- TOWN PUMP,Butte,MT,45.96312,-112.62496,3.56566666
Stripes 7Fleet #42498,Andrews,TX,32.3201,-102.5409,3.369
FLYING J #305,Jamestown,NM,35.4809,-108.1767,3.44233333
7-ELEVEN #36156,Eighty Four,PA,40.1868,-80.0627,4.999
ONVO TRAVEL PLAZA,Mc Graw,NY,42.5948,-76.082,3.439
CIRCLE K #2723387,Beaumont,MS,31.1693,-88.92,3.56566666
DONNAS TRAVEL PLAZA,Marysville,WA,48.0811,-122.1771,4.559
ROYAL FARMS #111,Baltimore,MD,39.301857,-76.620995,3.209
GO MART FOOD STORE #33,Ripley,WV,38.809,-81.702,3.499
SPEEDWAY #1449,Birmingham,AL,33.516468,-86.843787,2.97566666
RACEWAY #6973,Bridgeport,TX,33.187,-97.781,2.78233333
TA DENVER EAST TRAVEL CENTER,Commerce City,CO,39.8171,-104.9226,3.37566666
PILOT TRAVEL CENTERS #60,Bowman,SC,33.3475,-80.6709,3.43233333
TA LAS CRUCES TRAVEL CENTER,Las Cruces,NM,32.379678,-106.769089,3.14066666
TEX BEST #529,Von Ormy,TX,29.275,-98.6677,3.049
KWIK TRIP #976,Oak Creek,WI,42.8892,-87.9027,3.579
ROSCOE TRAVEL PLAZA,Roscoe,TX,32.4276,-100.5391,2.759
SPEEDWAY #8310,Plymouth,IN,41.353,-86.3015,3.609
Gas N Wash,Chicago,IL,41.854213,-87.67605,3.399
CEFCO #3,Cameron,TX,30.8527,-96.9766,2.989
CHEVRON,Calhoun,LA,32.5248,-92.3299,3.159
BETTY BEAVERS TRUCKSTOP,Fultonville,NY,42.9036,-74.3598,3.149
RAPID ROBERTS #122,Joplin,MO,37.07795,-94.5105,2.899
CIRCLE K #2723123,Dunn,NC,35.3114,-78.612,3.14233333
ALLENS FOOD MART280,Sylacauga,AL,33.17365,-86.31435,3.799
TOPPS FUEL STOPS,Daingerfield,TX,33.0313,-94.7359,3.109
TOOT N TOTUM #120,Liberal,KS,37.0327,-100.9333,3.01566666
SHELL,Buna,TX,30.4132,-93.9913,3.10233333
PWI #164,Abbott,TX,31.8916,-97.0671,2.89233333
M-46 AUTO TRUCK PLAZA,Howard City,MI,43.4083,-85.4856,3.099
DK #11822,Midland,TX,31.939173,-102.066982,2.85733333
CEFCO #2076,Panhandle,TX,35.3808,-101.4304,2.94566666
KENT KWIK #804,Perryton,TX,36.3748,-100.8156,2.999
RACETRAC #2600,Okeechobee,FL,27.288133,-80.872067,3.299
STUCKEY'S,Hattiesburg,MS,31.24955,-89.325133,2.999
CEFCO #1117,Marshall,TX,32.531733,-94.351467,2.83233333
STRIPES #42435,San Angelo,TX,31.460629,-100.443057,2.799
EXIT 76 AUTO TRUCK PLAZA,Byron Center,MI,42.8016,-85.7136,3.499
CIRCLE K #2743950,San Antonio,TX,29.464699,-98.498407,2.804
GO MART FOOD STORE #44,Sutton,WV,38.6541,-80.676,3.559
TA WALTON #28,Walton,KY,38.8875,-84.6328,3.00233333
USA TRAVEL CENTER,Kingman,AZ,35.219767,-113.929767,3.399
Pilot Travel Center #666,Benton Harbor,MI,42.11265,-86.4388,3.059
JDS TRUCKSTOP,Niles,MI,41.8202,-86.2368,3.749
CIRCLE K #2744529,Seagoville,TX,32.6525,-96.558,2.95066666
HOLIDAY STATIONSTORE #3552,Lakeville,MN,44.6749,-93.2578,3.549
Allsup's #2454,Sterling City,TX,31.8351,-101.0017,3.224
ALLSUPS CONVENIENCE STORE #2361,Stratford,TX,36.3335,-101.9886,2.95733333
MIKE MCDONALD TRUCK STOP,Terrell,TX,32.74235,-96.23905,2.87066666
CIRCLE K #2741544,Three Rivers,TX,28.4756,-98.1782,3.06566666
YESWAY #1077,Tye,TX,32.4477,-99.8684,2.87566666
LUCKY TRUCK STOP,Whitesboro,TX,33.659,-96.879,2.88566666
MAVERIK COUNTRY STORE #635,Cedar City,UT,37.6775,-113.0619,3.44233333
MAVERIK COUNTRY STORE #693,Green River,UT,39.0002,-110.1598,3.28233333
BELL TRUCK STOP,Park City,UT,40.674433,-111.518433,3.45233333
Salina Cardlock (Bulk Plant),Salina,UT,38.956,-111.8811,3.449
CASEYS #3058,Wellington,KS,37.2778,-97.391,3.299
RBS ONE STOP,Woods Cross,UT,40.8874,-111.9027,3.459
CIRCLE K #2723710,Austinville,VA,36.8195,-80.8583,3.24066666
QUICK STOP MARKET #36,Bristol,VA,36.6134,-82.19076,3.399
7-ELEVEN #40063,Dublin,VA,37.1057,-80.6853,3.199
LOVES TRAVEL STOPS #399,Lambsburg,VA,36.5775,-80.7601,3.589
7-ELEVEN #34515,King George,VA,38.2811,-77.126,3.399
QUARLES #4962,Staunton,VA,38.15835,-79.064,2.899
FAS MART #3555,Gordonsville,VA,38.1759,-78.1815,3.699
Joe's Kwik Mart #8409,Suffolk,VA,36.7804,-76.59635,3.03233333
LOVES TRAVEL STOPS #305,Toms Brook,VA,38.9476,-78.4331,3.649
CIRCLE K #2723705,Wytheville,VA,36.9407,-81.0941,3.26566666
MAPLEWOOD IRVING,Montpelier,VT,44.251614,-72.578857,3.699
LOVES TRAVEL STOP #418,Grayson,KY,38.3326,-82.9485,3.75566666
FLYING J FRANCHISE #967,Spokane,WA,47.664696,-117.398543,3.929
GEE CEES TRUCK STOP,Toledo,WA,46.4396,-122.8266,3.839
KWIK TRIP #427,Bloomer,WI,45.1025,-91.49,3.41566666
Camp Douglas BP,Camp Douglas,WI,43.9885,-90.2393,3.154
RIVER CITY TRAVEL PLAZA,Marinette,WI,45.0874,-87.6697,3.399
KWIK TRIP #222,Superior,WI,46.7016,-92.0912,3.339
KWIK TRIP #679,Sheboygan,WI,43.758967,-87.703133,3.21566666
BFS FOODS #72,Bruceton Mills,WV,39.6454,-79.6159,3.499
GO MART FOOD STORE #59,Huntington,WV,38.41474,-82.34175,3.499
GO MART FOOD STORE #86,Ivydale,WV,38.5357,-81.0348,3.599
HOMAX SERVICE,Mills,WY,42.8405,-106.3659,3.169
MAVERIK COUNTRY STORE #547,Casper,WY,42.85374,-106.33138,3.18566666
Fast Stop Travel Centers #1133,Douglas,WY,42.7626,-105.3855,3.499
PINE BLUFFS SINCLAIR,Pine Bluffs,WY,41.1788,-104.0666,3.699
One9 #1251,Wamsutter,WY,41.6583,-108.1517,3.499
ALLSUPS CONVENIENCE STORE #2159,Seymour,TX,33.5914,-99.2587,3.299
ALLSUPS CONVENIENCE STORE #2366,Slaton,TX,33.4373,-101.6435,2.969
Main Street Market #112,Wickett,TX,31.5692,-103.0067,2.879
LWS TRUCK STOP,Logan,UT,41.7249,-111.8401,3.42566666
FLYING J TRAVEL PLAZA #773,Richfield,UT,38.7388,-112.0744,3.699
FLYING J TRAVEL PLAZA #774,Snowville,UT,41.966,-112.7269,3.749
KWIK TRIP #838,Reedsburg,WI,43.4627,-89.9759,3.194
A C TRUCKSTOP,Laramie,WY,41.37055,-105.623725,3.079
Mountain View Truck Stop,Thurmont,MD,39.6109,-77.3989,4.099
SPEEDWAY #4709,Fairmont,MN,43.6376,-94.451,3.299
KWIK TRIP #149,Saint Cloud,MN,45.559164,-94.1649,3.21066666
SMILEYS FUEL CITY,Raphine,VA,37.9374,-79.2219,3.539
GO MART FOOD STORE #51,Mount Nebo,WV,38.1653,-80.7976,3.599
CLARKS PUMP N SHOP #10,Jackson,OH,39.0428,-82.6472,3.699
Certified Oil #400410,Ravenna,OH,41.1649,-81.2337,3.31566666
NATURAL BRIDGE SHELL,Lynn,AL,34.053,-87.5398,3.68233333
Roadrunner #471,North Little Rock,AR,34.786022,-92.2857,3.03233333
PILOT TRAVEL CENTER #66,Braselton,GA,34.1389,-83.7812,3.27233333
PO JOS GAS N GO,Register,GA,32.3382,-81.8728,3.23233333
SPEEDWAY #7448,Naperville,IL,41.769683,-88.1449,3.299
QUIKTRIP #605,Saint Louis,MO,38.640271,-90.28631,2.899
S&G #36,Millbury,OH,41.5611,-83.4381,3.49233333
Circle K #4703917,Cross Plains,TN,36.5531,-86.6761,2.949
CIRCLE K #2707321,Bartow,FL,27.89605,-81.8279,3.52233333
GETGO #3602,Bedford,PA,39.9908,-78.5261,4.09233333
SCOTCHMAN #3894,Rock Hill,SC,34.9722,-81.11958,3.079
SHELL,Christiana,TN,35.696,-86.368,3.13233333
QUARLES #4916,Portsmouth,VA,36.840063,-76.343537,3.46566666
RSTORE #4478,Prentice,WI,45.5482,-90.2942,3.039
PWI #106,Royse City,TX,32.9628,-96.3648,2.899
PILOT TRAVEL CENTERS #9,Franklin,OH,39.5357,-84.303,3.35233333
TA JANESVILLE TRAVEL CENTER,Janesville,WI,42.70465,-89.05045,3.299
Maverik Country Store #724,Rawlins,WY,41.7951,-107.2349,3.289
DEEP WATER TRUCK STOP,Penns Grove,NJ,39.6994,-75.4495,3.279
FLYING J #584,Aurora,OR,45.2284,-122.8039,3.859
PIT STOP TRAVEL CENTER,Riverton,WY,43.0351,-108.2024,4.399
LITTLE NASHVILLE,Nashville,IL,38.3352,-89.3841,3.299
7-ELEVEN #38638,Erie,CO,40.0597,-105.0686,3.399
PAR MAR FOOD STORE #89,Mineral Wells,WV,39.208767,-81.503233,3.499
PONY EXPRESS SERVICE CENTER,Hanover,KS,39.8927,-96.8689,2.95566666
LOVES TRAVEL STOP #046,Hooker,OK,36.8109,-101.2163,3.56233333
PORTS TO PLAINS TRAVEL PLAZA,Lamar,CO,38.0841,-102.6192,3.399
JOHNNYS MARKET,Fremont,IN,41.7331,-84.9452,3.699
Stinker #121,Heyburn,ID,42.5599,-113.7709,3.56066666
JIFFY MART #451,Wells River,VT,44.1524,-72.053,3.569
Fast Stop Travel Centers #1145,Downey,ID,42.4181,-112.109,3.799
QUIKTRIP #7149,Clarksville,TN,36.52536,-87.3547,2.91566666
KWIK FILL #22,Weedsport,NY,43.0489,-76.5425,3.899
Chevron #382354,Chehalis,WA,46.6382,-122.9658,4.299
PILOT #1180,Tonopah,AZ,33.4228,-112.9528,3.899
TA TALLULAH TRAVEL CENTER,Tallulah,LA,32.42055,-91.12565,3.209
KUM & GO #0449,Neosho,MO,36.8706,-94.3862,3.05566666
Maverik #734,Pueblo,CO,38.230442,-104.604475,3.289
NIC'S,Bainbridge,GA,30.908833,-84.575967,3.379
RACEWAY #6989,Moulton,AL,34.5058,-87.2224,3.049
GOLDEN GATE AUTO TRUCK PLAZA,Sparks,NV,39.582757,-119.7272,3.539
EAGLE TRUCK STOP,New Philadelphia,OH,40.4845,-81.4358,3.31566666
NORTH LEWISTON DYNAMART,Lewiston,ID,46.3646,-116.8609,3.669
GAS N GO #15,Lyman,WY,41.3291,-110.2926,3.46566666
STAMART 1222,Fargo,ND,46.869769,-96.801908,3.38566666
ONE9#226,Dandridge,TN,36.0008,-83.4233,3.259
TP TRUCK STOP,Fort Hall,ID,43.0331,-112.4285,3.519
GOLDYS TRUCK PLAZA,Rustburg,VA,37.2545,-79.1215,3.519
MAVERIK COUNTRY STORE #611,Albuquerque,NM,35.077348,-106.644838,3.194
HWY 190 FUEL STOP,Jasper,TX,30.8673,-93.9977,3.13233333
EXIT 77 TRAVEL PLAZA,Harrisburg,PA,40.278123,-76.863158,3.499
TA EXPRESS STEELE,Steele,ND,46.8524,-99.9336,3.599
QUIKTRIP #1036,Charlotte,NC,35.22877,-80.823747,3.304
S and R Truck Plaza,Jamestown,ND,46.9377,-98.8017,3.58566666
E-Z MART #4460,Monroe,LA,32.49987,-92.10978,3.129
YESWAY #1178,Kadoka,SD,43.8446,-101.5523,3.189
CIRCLE K #2723726,Knoxville,AL,32.9824,-87.7919,3.089
CHEVRON,Delta,LA,32.3257,-90.927,2.994
BUSY BEE,Live Oak,FL,30.23575,-83.0074,3.779
SHEETZ #553,Greencastle,PA,39.7818,-77.747,3.33233333
Mr Ts Riverside,Cardwell,MO,36.0434,-90.2907,3.199
SPEEDWAY #4638,Madison Heights,VA,37.4531,-79.1141,3.49566666
RSTORE #4488,Merrill,WI,45.1809,-89.6907,3.24066666
RACEWAY #6960,Dothan,AL,31.20276,-85.39962,3.199
MOBIL,Champlain,NY,44.9773,-73.4466,3.799
JP TRAVEL PLAZA,Jackson,GA,33.282,-83.9784,3.159
GOLDEN GATE PETROLEUM,Grand Junction,CO,39.061714,-108.530514,3.499
CHEROKEE TRAVEL MART,Calumet,OK,35.5476,-98.1512,3.10566666
RACETRAC #2629,Tuscumbia,AL,34.6874,-87.6833,2.999
QUIKTRIP #71,Tulsa,OK,36.138438,-95.970035,3.039
TONKAWA TRADING POST,Tonkawa,OK,36.6806,-97.3063,2.999
JASPER FOOD MART,Jasper,AL,33.867575,-87.257275,3.229
SPEEDWAY #7137,Cookeville,TN,36.17762,-85.49758,3.07733333
