name,city,state,lat,lng,price
DYSARTS SERVICE,Bangor,ME,44.8127,-68.7848,3.799
CIRCLE K #4707065,Kittery,ME,43.0921,-70.7429,3.899
TA SLIDELL TRAVEL CENTER,Slidell,LA,30.30866,-89.79512,3.154
LOVES TRAVEL STOP #663,Port Barre,LA,30.5478,-91.9286,3.124
MR FUEL #732,Girard,OH,41.1611,-80.6933,3.239
SPEEDWAY #7179,Smiths Grove,KY,37.0581,-86.1938,3.06566666
One9 #392,Sonora,KY,37.5221,-85.923,3.19566666
TA FLORENCE TRAVEL CENTER,Florence,KY,38.97825,-84.6949,3.07066666
WAKEENEY 24 7 STORE #3,Wakeeney,KS,39.025,-99.8796,3.09066666
GO MART FOOD STORE #58,Marietta,OH,39.4281,-81.4644,3.799
7-ELEVEN #36180,Monroeville,OH,41.2181,-82.7023,3.614
KWIK STAR #932,Altoona,IA,41.6475,-93.4724,2.959
FUEL MART #714,North Baltimore,OH,41.1867,-83.6806,3.11233333
PILOT TRAVEL CENTER #594,Sioux City,IA,42.482356,-96.388878,3.60566666
CIRCLE K #4705706,Willard,OH,41.05795,-82.72755,3.599
PILOT TRAVEL CENTER #373,Urbandale,IA,41.628533,-93.735633,3.34233333
PETRO STOPPING CENTER #374,Gaston,IN,40.2948,-85.4898,3.53566666
SKY CITGO,Grovertown,IN,41.3496,-86.5243,3.499
JJS TRAVEL PLAZA,Peru,IN,40.7492,-86.068,3.444
MIDLAND #1901,Cambridge City,IN,39.8182,-85.1685,3.43233333
TA CLAYTON,Clayton,IN,39.6682,-86.4959,3.939
TREE CITY TRAVEL PLAZA,Greensburg,IN,39.2998,-85.4918,3.989
LOVES TRAVEL STOP #859,Morris,IL,41.3672,-88.4178,3.789
HUCKS FOOD & FUEL #379,Marion,IL,37.7257,-88.9294,2.929
PILOT TRAVEL CENTER #313,East Saint Louis,IL,38.606043,-90.125271,3.379
ROAD RANGER #185,Mc Lean,IL,40.3282,-89.1645,3.349
Mobil dba One9 #1365,Cusseta,AL,32.7831,-85.2756,2.999
RACETRAC #2574,Forest Park,GA,33.5561,-84.3629,3.109
QUIKTRIP #757,Adairsville,GA,34.3595,-84.9176,2.88733333
CIRCLE  K #2654290,Lagrange,GA,33.031633,-85.026867,3.899
EXPRESS STOP FOOD STORE #4644,Pinconning,MI,43.8491,-84.0082,3.639
GIANT #198,Tampa,FL,27.942862,-82.462038,3.25733333
TA NEW HAVEN TRAVEL CENTER,Branford,CT,41.28,-72.8106,5.069
CITGO,Milford,CT,41.22565,-73.0648,3.399
SHELL DBA PILOT DEALER #882,North Stonington,CT,41.4531,-71.8727,4.299
PWI #525,Watkins,CO,39.7623,-104.5834,3.139
TA DENVER WEST TRAVEL CENTER,Wheat Ridge,CO,39.77005,-105.0867,3.41566666
BRUSH TRAVEL PLAZA,Brush,CO,40.2603,-103.6279,3.699
ASAP General Store #314,Chickasha,OK,35.0397,-97.9441,3.13233333
HOPI TRAVEL PLAZA CONOCO DBA ONE9 #1270,Holbrook,AZ,34.9085,-110.1434,3.139
QUIKTRIP #1499,Tucson,AZ,32.225478,-110.944676,3.06233333
COPAN TRUCK STOP,Copan,OK,36.9062,-95.913,3.119
TA WILLCOX TRAVEL CENTER,Willcox,AZ,32.31295,-109.84755,3.28233333
Allsups#2465,Davis,OK,34.50065,-97.11075,2.96733333
QUIKTRIP #7174,Montgomery,AL,32.302591,-86.244524,2.999
PILOT TRAVEL CENTER #76,Tuscaloosa,AL,33.238678,-87.520478,2.999
LOVES TRAVEL STOP #253,Erick,OK,35.2286,-99.8635,3.20566666
RACETRAC #2323,Fort Myers,FL,26.56186,-81.852747,3.299
MR FUEL #717,Villa Ridge,MO,38.4601,-90.8822,3.01566666
FLYING J TRAVEL PLAZA #674,Warrenton,MO,38.805,-91.174,3.11566666
PILOT CENTER #1014- TOWN PUMP,Glendive,MT,47.1008,-104.7287,3.419
PETRO STOPPING CENTER #362,York,NE,40.8667,-97.5825,3.299
FUEL MART #767,Bradner,OH,41.3298,-83.4456,3.40733333
BELL STORES #48,Dalton,OH,40.7793,-81.7008,3.38566666
PILOT TRAVEL CENTER #888,Tulia,TX,34.5583,-101.8039,3.34066666
MUSKOGEE TRAVEL PLAZA,Muskogee,OK,35.737033,-95.384,3.01566666
WOODBINE TRAVEL CENTER,Woodbine,GA,30.9437,-81.6783,3.03233333
Racetrac #2611,Shepherdsville,KY,37.9965,-85.70235,2.959
PILOT #581,Inver Grove Heights,MN,44.82855,-93.06655,3.579
STRIPES 7FLEET #42454,Texico,NM,34.3958,-103.0615,3.829
One9 #387,Carlin,NV,40.7172,-116.1082,3.439
PETRO STOPPING CENTER #357,New Paris,OH,39.8617,-84.7793,3.48733333
KWIK TRIP #1151,Beloit,WI,42.53515,-89.0589,3.374
SHELL,Seminole,OK,35.2383,-96.66945,2.859
CIRCLE K #107,Ridgeway,VA,36.5874,-79.8686,3.399
MAVERIK COUNTRY STORE #694,Nephi,UT,39.6923,-111.8359,3.40566666
The Texan,Pecos,TX,31.4467,-103.5791,2.999
LOVES TRAVEL STOP #168,Walters,OK,34.3605,-98.314,3.194
LOVES TRAVEL STOP #255,Webbers Falls,OK,35.5138,-95.1659,3.789
PILOT TRAVEL CENTERS #912,Wood River,NE,40.8106,-98.6065,3.28233333
7-ELEVEN #40280,Allentown,PA,40.6015,-75.5101,3.589
CIRCLE K #4707005,Farmington,ME,44.6653,-70.1329,3.899
309 TRUCK STOP,Coopersburg,PA,40.5076,-75.3888,3.759
7-ELEVEN #40286,Elverson,PA,40.1568,-75.7866,3.889
ONVO TRAVEL PLAZA - LAKEWOOD,Greentown,PA,41.3321,-75.2819,3.54566666
ONVO TRAVEL PLAZA - HARFORD,Harford,PA,41.7761,-75.6935,3.589
LANCASTER TRAVEL PLAZA,Ronks,PA,40.0235,-76.16735,3.899
BFS FOODS TRUCK PLAZA,Mount Morris,PA,39.774,-80.0246,4.499
FLYING J TRAVEL PLAZA #713,Latta,SC,34.3398,-79.4417,3.349
SCOTT FUEL TRAVEL PLAZA,Dalton,PA,41.5395,-75.7037,3.599
7-ELEVEN #40287,Wayne,PA,40.0208,-75.395325,3.889
QUIKTRIP #1176,West Columbia,SC,33.94425,-81.14215,3.309
CASEYS #3919,Lebo,KS,38.4161,-95.8222,3.089
PILOT TRAVEL CENTERS #445,Chesterton,IN,41.6143,-87.047,3.799
TA EXPRESS COWPENS #477,Cowpens,SC,35.039,-81.822,3.399
PILOT TRAVEL CENTER #4559,Villa Rica,GA,33.7173,-84.9297,3.389
CIRCLE K #2705350,North Augusta,SC,33.543233,-81.959767,3.159
SCOTCHMAN #3891,Richburg,SC,34.6822,-80.9891,3.109
GO MART FOOD STORE #43,Teays,WV,38.4754,-81.8805,3.499
Mauston Interstate BP,Mauston,WI,43.7934,-90.0641,3.22733333
LYNDON STATION BP,Lyndon Station,WI,43.6899,-89.8915,3.177
BIG D OIL #2,Belle Fourche,SD,44.6723,-103.8396,3.22733333
DITTYS,Kimball,SD,43.7467,-98.9584,3.089
LOVES TRAVEL STOP #299,Anna,TX,33.3445,-96.5639,3.19733333
COFFEE CUP FUEL STOP #4,Plankinton,SD,43.7373,-98.4694,3.02733333
PILOT TRAVEL CENTERS #2,Austinburg,OH,41.7554,-80.8584,3.859
TA GREENSBORO TRAVEL CENTER,Whitsett,NC,36.033,-79.5972,3.99733333
TA Express Vermillion #275,Burbank,SD,42.7638,-96.8466,3.099
COFFEE CUP FUEL STOP #8,Vivian,SD,43.9535,-100.286,3.09733333
One9 #1339,Parish,NY,43.4153,-76.1,3.799
TA MILL CITY TRAVEL CENTER,Imlay,NV,40.5484,-118.0344,3.794
KANGAROO CROSSING #1101,Pickens,MS,32.8905,-89.9737,3.099
CIRCLE K #4707002,Newport,ME,44.8393,-69.2675,3.899
Thorntons #617,La Vergne,TN,35.93615,-86.4905,2.88233333
Petes #03,Moran,KS,37.9342,-95.1647,3.26566666
MAPLE HILL TRUCK STOP,Maple Hill,KS,39.0447,-96.0397,3.05233333
LOVES TRAVEL STOP #451,Whiteland,IN,39.5611,-86.0723,3.949
PARADISE AUTO TRUCK PLAZA,Rochester,IN,41.0655,-86.231,3.40566666
7-ELEVEN #40354,Palm Bay,FL,28.019314,-80.633971,3.21566666
CIRCLE K #2706690,Opelika,AL,32.61145,-85.3544,2.999
STRIPES #40673,Mcallen,TX,26.22164,-98.22942,3.289
TA DANSVILLE TRAVEL CENTER,Dansville,NY,42.57,-77.7109,4.499
JIMS  BEST STOP,Selmer,TN,35.1691,-88.5958,3.174
LOVES TRAVEL STOP #411,Clive,IA,41.6067,-93.7457,3.34066666
Circle K #2723687,Bremen,GA,33.7309,-85.1286,3.08733333
FLINT HILLS FUEL MART,Florence,KS,38.2415,-96.9346,3.499
CASEYS #4225,Nashville,TN,36.166456,-86.785662,3.06233333
Maplefields,Fair Haven,VT,43.6234,-73.2701,3.599
MILLERS TRAVEL CENTER,Wellington,UT,39.5423,-110.735,3.659
GOOD TO GO #10,Winamac,IN,41.0562,-86.6307,3.914
LOVES TRAVEL STOP #715,Bastian,VA,37.1574,-81.1989,3.59733333
TOWN PUMP FOOD STORE #8929,Conrad,MT,48.1783,-111.9397,3.599
BECKS #27,Mendota,IL,41.5443,-89.1083,3.269
RACETRAC #2620,Indianapolis,IN,39.800271,-86.136173,3.159
CITGO,Abbeville,AL,31.5755,-85.279,3.399
ROAD MART,Ashdown,AR,33.6787,-94.1351,3.299
EL CENTRO TRAVEL CENTER,El Centro,CA,32.79205,-115.6296,4.499
SPRINT FOODS #715,Augusta,GA,33.432962,-82.075146,3.19233333
GEO H GREEN OIL,Newnan,GA,33.36945,-84.77545,3.199
GIT N GO CONVENIENCE STORE #34,Marshalltown,IA,42.0405,-92.9127,3.119
KWIK STAR #1530,Rochelle,IL,41.9282,-89.071,3.499
THORNTONS #164,Memphis,IN,38.4642,-85.7775,3.62566666
PETES #20,Fort Scott,KS,37.8216,-94.7148,3.199
YESWAY #1116,Mcpherson,KS,38.3763,-97.6702,3.259
PILOT TRAVEL CENTERS #437,Williamsburg,KY,36.747,-84.1394,3.609
OPELOUSAS 190 TRUCK STOP,Opelousas,LA,30.52395,-92.0856,2.87066666
SPEEDWAY #8740,Dewitt,MI,42.8428,-84.5797,3.599
SPEEDWAY #1407,Jackson,MI,42.2482,-84.402575,3.549
FLYING J FUEL STOP #668,Saginaw,MI,43.417491,-83.997509,3.289
QUIKTRIP #611,Herculaneum,MO,38.2625,-90.3896,2.99066666
INTERSTATE STATION #8,Natchez,MS,31.526733,-91.3906,3.399
PILOT #7976,Troutman,NC,35.6863,-80.8822,3.659
CENEX C STORE,Kenmare,ND,48.7182,-102.0852,3.46733333
KUM & GO #0370,Gretna,NE,41.1345,-96.2458,2.92066666
SIMONS EXIT 16,Enfield,NH,43.6256,-72.127,3.499
CIRCLE K #2708931,Tucumcari,NM,35.168,-103.7179,3.259
Maverik #674,North Las Vegas,NV,36.25226,-115.14526,3.28233333
MAVERIK COUNTRY STORE #610,Winnemucca,NV,41.0214,-117.75345,3.389
LOVES TRAVEL STOP #772,Bath,NY,42.3575,-77.3028,4.489
SMOKIN JOES,Sanborn,NY,43.1419,-78.8785,3.699
FRIENDSHIP FOOD MART #70,Port Clinton,OH,41.512,-82.9377,3.939
LOVES TRAVEL STOP #263,Lawton,OK,34.61472,-98.41248,3.21733333
LOVES TRAVEL STOP #260,Norman,OK,35.213817,-97.41365,3.254
DRUMS FUEL STOP,Drums,PA,41.0255,-75.9768,3.569
KWIK FILL #228,North East,PA,42.2008,-79.8332,4.089
ONVO TRAVEL PLAZA - PROMISED LAND,Tafton,PA,41.4045,-75.183,3.54566666
THORNTONS #615,Kingston Springs,TN,36.0953,-87.1156,2.98233333
Paradise RV & Truck Park,Alvord,TX,33.3698,-97.6885,2.81566666
LOVES TRAVEL STOP #447,Anthony,TX,31.9907,-106.5976,3.449
CEFCO #1050,Mount Vernon,TX,33.1702,-95.2181,2.94233333
TEX-BEST #528,Elmendorf,TX,29.2308,-98.372,2.89233333
KWIK TRIP #648,Black River Falls,WI,44.2954,-90.8313,3.23733333
FREMONT CITGO,Fremont,WI,44.2379,-88.8449,3.399
GO MART FOOD STORE #50,Beckley,WV,37.77105,-81.2153,3.599
I-69 TRUCKSTOP TRAVEL CENTER,Memphis,MI,42.941,-82.8046,3.499
REBEL TRUCK STOP,Kalama,WA,46.0112,-122.8166,4.499
QUIKTRIP #7177,Theodore,AL,30.5162,-88.217,2.88233333
76 DBA ONE9 #1415,Lake Panasoffkee,FL,28.7953,-82.1363,3.17233333
FRIENDLY EXPRESS #31,Folkston,GA,30.8508,-82.0116,3.099
SPEEDWAY #8062,Kokomo,IN,40.472225,-86.129575,3.799
RUSSELL 24/7,Russell,KS,38.8806,-98.8595,3.00733333
CASEYS #4459,Mayfield,KY,36.7327,-88.6506,3.249
SHELL,Jonesville,LA,31.6862,-91.8678,3.399
SHOP A LOTT #10,Natchitoches,LA,31.7523,-93.083267,3.12566666
BEACON & BRIDGE #7,Mount Morris,MI,43.116,-83.6895,3.379
BLUE SKY #734,Saltillo,MS,34.3831,-88.6674,3.08233333
SROKAS SERVICE CENTER,Fort Ann,NY,43.4285,-73.4784,3.799
Sinclair,Sunnyside,WA,46.3213,-120.0126,4.599
One9 #319,Dalton,GA,34.768,-84.960725,3.01566666
GETGO #3202,Erie,PA,42.133838,-80.072158,3.899
TA SOUTHINGTON TRAVEL CENTER,Milldale,CT,41.5659,-72.8918,5.199
CHEVRON,Globe,AZ,33.3983,-110.78785,4.299
Circle K #2707255,Tifton,GA,31.4629,-83.5436,3.06233333
QUIKTRIP #4299,Monument,CO,39.1007,-104.8542,3.159
Applegreen,Sturbridge,MA,42.1126,-72.0842,3.999
SPEEDWAY #1127,Bolingbrook,IL,41.6883,-88.1138,3.299
CIRCLE K #2721577,Monroeville,AL,31.5187,-87.34105,3.434
THOMPSON'S CORNER,Millen,GA,32.7877,-81.9618,3.31566666
IGA EXPRESS SHELL #874,Bowling Green,KY,36.960875,-86.42005,2.999
DELTA TOWN TRUCK STOP,Vinton,LA,30.2015,-93.5728,2.799
CASEYS #3002,Saint James,MN,43.9875,-94.6229,3.219
CIRCLE K #2723445,Vicksburg,MS,32.35225,-90.854775,2.959
BOLLA MARKET,Elizabeth,NJ,40.666725,-74.2151,3.099
RAYMOND TRUCK STOP,Newark,NJ,40.746235,-74.198195,3.259
MIRABITO #69,Oneonta,NY,42.4625,-75.0491,3.999
SHEETZ #795,Disputanta,VA,37.1483,-77.2732,2.98233333
KWIK FILL #249,Duncansville,PA,40.4262,-78.4383,4.07233333
STAMART 1224,Bismarck,ND,46.813229,-100.753686,3.61566666
QUARLES #4436,Dundalk,MD,39.2655,-76.4935,3.699
FUEL MART OF AMERICA,Detroit,MI,42.334304,-83.099896,3.499
SPEEDWAY #2376,Cedar Springs,MI,43.2215,-85.5452,3.899
PILOT TRAVEL CENTERS #335,Rayville,LA,32.4456,-91.7433,3.21233333
LOVES TRAVEL STOP #814,Hamilton,AL,34.1534,-88.0085,3.55566666
ALMA TRAVEL MART,Alma,AR,35.5,-94.2073,3.33233333
DOSWELL TRUCK STOP,Doswell,VA,37.8417,-77.5125,2.899
SHERMAN TRAVEL CENTER,Senatobia,MS,34.6323,-89.8855,3.029
7-ELEVEN #41808,Blacksburg,SC,35.1095,-81.4942,3.359
CASEYS #3004,Truman,MN,43.82,-94.4319,3.299
PILOT TRAVEL CENTERS #324,Franksville,WI,42.7859,-87.9873,3.889
LOVES TRAVEL STOP #267,Morrilton,AR,35.1692,-92.7354,3.36066666
MAVERIK #716,Wells,NV,41.1116,-114.9645,3.39233333
Kwik Star #1071,Davenport,IA,41.565378,-90.5916,3.324
SPEEDWAY #8502,Findlay,OH,41.04455,-83.6478,3.299
Mobil dba ONE9 #1341,Arlington,WA,48.1829,-122.1121,3.799
SHEETZ #194,Falls Creek,PA,41.1455,-78.8128,3.30733333
J MART #322,Falkville,AL,34.3477,-86.9131,3.199
PILOT TRAVEL CENTERS #340,Fernley,NV,39.6019,-119.235,3.91566666
CHEVRON FOOD MART,Ringgold,GA,34.9205,-85.1549,2.859
SUPER SAVER EXPRESS,Sulphur,LA,30.228033,-93.378033,2.999
NEW MADRID,New Madrid,MO,36.6073,-89.5366,3.269
PILOT #1290,Red Oak,TX,32.5185,-96.8071,3.299
PLAINVIEW TRAVEL PLAZA,Oshkosh,WI,44.03684,-88.59328,3.199
PILOT TRAVEL CENTERS #6,Cambridge,OH,40.027,-81.582,3.509
LONGHORN EXPRESS,Ardmore,OK,34.2066,-97.1903,3.009
FLORENCE VALERO,Burlington,NJ,40.068,-74.8454,3.13566666
7-ELEVEN #40118,Muncy,PA,41.2137,-76.7633,4.359
CHESAPEAKE HOUSE SUNOCO,North East,MD,39.6045,-75.9538,3.83233333
7-ELEVEN,Wichita Falls,TX,33.90615,-98.504638,2.76066666
FLYING J TRAVEL PLAZA #695,Beaverdam,OH,40.8314,-83.9758,3.33066666
PETRO CARNESVILLE #377,Carnesville,GA,34.3631,-83.2547,3.154
ALLSUPS CONVENIENCE STORE #2472,Atoka,OK,34.3445,-96.1418,2.96733333
KING TRAVEL PLAZA,Kingsland,GA,30.7977,-81.7075,3.109
KWIK STAR #303,Brooklyn,IA,41.7321,-92.4285,3.129
FAS MART #5260,Maysville,KY,38.6207,-83.8067,3.364
LOVES TRAVEL STOPS #270,Ranger,TX,32.4681,-98.6747,3.189
FLYING J TRAVEL PLAZA #678,Pearl,MS,32.2675,-90.11085,3.149
ONE9 #1362,Winslow,AZ,35.0242,-110.6974,3.22566666
STRIPES 7FLEET #42562,Littlefield,TX,33.9212,-102.3207,3.199
DANDY MINI MART #19,Sayre,PA,41.9842,-76.5218,3.99233333
PETRO STOPPING CENTER #323,Reddick,FL,29.3754,-82.244,3.35233333
BIG SKY TRUCK STOP,Dillon,MT,45.2339,-112.6405,3.689
WINDSTARS #5101,Kansas City,MO,39.117442,-94.567246,3.099
LEES FOOD MART #1122,Clinton,TN,36.09845,-84.17845,2.969
PWI #115,Buffalo,TX,31.4121,-95.9904,2.899
TA Express Osseo #431,Osseo,WI,44.5599,-91.2191,3.469
PANTRY TRUCKSTOP,Rapid River,MI,45.9107,-86.8845,3.319
RACETRAC #2529,San Antonio,FL,28.3371,-82.2882,3.31566666
Henderson Fuel Mart,Henderson,NE,40.7814,-97.7979,2.899
MOBIL,Cleveland,OH,41.52308,-81.655405,3.76566666
RACETRAC #2580,Murfreesboro,TN,35.8414,-86.414229,3.03233333
FLYING J TRAVEL PLAZA #672,Peculiar,MO,38.7165,-94.4405,3.42233333
WORKMANS TRAVEL CENTER,Ozark,AR,35.5246,-93.8374,3.29733333
MOBIL,Plattsburgh,NY,44.68905,-73.4567,3.799
MAVERIK COUNTRY STORE #620,Saint George,UT,37.09885,-113.5776,3.46233333
QUIKTRIP #7136,Brunswick,GA,31.2104,-81.5091,3.074
CASEYS #3855,Yankton,SD,42.8821,-97.3986,3.139
SUPERPUMPER #22,Belfield,ND,46.8198,-103.1261,3.529
BYRNE DAIRY #136,Liverpool,NY,43.0947,-76.202733,3.659
PILOT TRAVEL CENTERS #348,Bentleyville,PA,40.1187,-80.007,4.109
7-ELEVEN #40281,Jim Thorpe,PA,40.87,-75.7397,3.589
7-ELEVEN #40278,Plainfield,PA,40.203,-77.2848,3.96733333
LOVES TRAVEL STOP #535,Middletown,PA,40.2041,-76.7331,3.759
7-ELEVEN #40285,Bowmansville,PA,40.1966,-76.016,3.97066666
7-ELEVEN #40277,Newburg,PA,40.1333,-77.5669,4.299
CASEYS #3364,Carrington,ND,47.4573,-98.8933,3.439
QUIKTRIP #7147,Dickson,TN,36.11145,-87.37625,2.91566666
PILOT #7971,Conover,NC,35.7313,-81.2165,3.699
STRIPES #40530,Del Rio,TX,29.38285,-100.913275,3.229
MURPHY USA #7827,Hereford,TX,34.837,-102.405,2.829
SPEEDWAY #7236,Avon,OH,41.4467,-82.0204,3.659
SPINX #125 (DISCOUNT AVAILABLE),Piedmont,SC,34.7244,-82.4702,3.06566666
CORNER MARKET #111,Goodland,KS,39.3491,-101.7164,3.059
STRIPES 7FLEET #42567,Stanton,TX,32.14,-101.8099,3.01566666
Loves Travel Stop #646,Willington,CT,41.8966,-72.2622,4.359
PILOT TRAVEL CENTERS #390,Stanfield,OR,45.786,-119.2116,3.469
FLYING J TRAVEL PLAZA #673,Sullivan,MO,38.2307,-91.1567,3.324
Pride Travel Center dba One9 #1215,Salome,AZ,33.7481,-113.5715,3.359
PILOT TRAVEL CENTERS #386,Salem,OR,44.943936,-123.009464,3.859
LOVES TRAVEL STOP #414,Haubstadt,IN,38.1895,-87.5798,3.949
KENT KWIK #262,Monahans,TX,31.5813,-102.9003,2.859
SPEEDWAY #8316,Dyer,IN,41.492,-87.5108,3.649
One9 #61,Clinton,SC,34.4707,-81.8772,3.099
Minit Mart #3,Eagle Pass,TX,28.6909,-100.4801,3.199
ONE9 #058,Pleasant Hill,NC,36.5212,-77.5192,3.399
MAVERIK COUNTRY STORE #549,Aurora,CO,39.709118,-104.705965,3.18566666
FLYING J TRAVEL PLAZA #699,Millersport,OH,39.8993,-82.5283,3.44566666
Stripes #42566,Ballinger,TX,31.7468,-99.9589,3.05566666
SPEEDWAY #6542,Midway,FL,30.485,-84.4768,3.599
TEX-BEST #505,New Braunfels,TX,29.72135,-98.130375,2.80566666
TRAVELING TIGER CENTER,Sierra Blanca,TX,31.1938,-105.3219,3.15566666
OKEMAH TRAVEL CENTER,Okemah,OK,35.4647,-96.3287,2.879
PILOT TRAVEL CENTERS #163,Lordsburg,NM,32.316,-108.723,3.439
RACETRAC #2515,Fort Worth,TX,32.76022,-97.314932,2.87733333
EXXON,Livingston,AL,32.5843,-88.1872,2.979
PETRO STOPPING CENTER #378,Pittston,PA,41.340033,-75.785033,4.16566666
EXPRESS LANE TRAVEL CENTER,Lawrence,MS,32.2876,-89.2724,3.299
CENEX ZIP TRIP #75,Miles City,MT,46.4075,-105.8332,3.49733333
PILOT TRAVEL CENTERS #336,Du Bois,PA,41.126,-78.7527,4.034
STRIPES 7FLEET #42433,Bronte,TX,31.8789,-100.2988,3.474
KUM & GO #0414,Springdale,AR,36.178575,-94.125325,3.14233333
KWIK STAR #348,Clinton,IA,41.846275,-90.193425,3.624
DK #13904,Palestine,AR,34.9663,-90.9049,3.01566666
LOVES TRAVEL STOP #278,Joseph City,AZ,34.9814,-110.3373,3.60733333
PILOT TRAVEL CENTERS #90,Fort Pierce,FL,27.427991,-80.371118,3.459
PILOT TRAVEL CENTER #249,Troy,IL,38.7243,-89.8708,3.379
LOVES TRAVEL CENTER #518,Springville,UT,40.1625,-111.5987,3.689
SUNSTOP #625,Ashford,AL,31.1888,-85.2535,3.599
SUNSTOP #619,Daleville,AL,31.2811,-85.7305,3.399
GOOD TO GO,Enterprise,AL,31.3193,-85.87285,3.599
HOBO PANTRY #18,Headland,AL,31.3534,-85.3323,3.599
OCS QUICK STOP,Mount Vernon,AL,31.0974,-88.035,3.699
HOP-IN FOOD STORES,Maplesville,AL,32.8045,-86.8717,3.399
Loves Travel Stop # 660,Walsenburg,CO,37.6465,-104.7798,4.249
BERKSHIRE PETROLEUM,North Haven,CT,41.3822,-72.8585,3.549
ZELLWOOD TRUCK STOP,Zellwood,FL,28.7194,-81.5762,3.499
SUNSTOP #419,Camilla,GA,31.2199,-84.2297,3.499
CIRCLE K #2723903,Dawson,GA,31.7703,-84.5238,3.499
96 TRAVEL PLAZA,Jeffersonville,GA,32.7411,-83.3859,3.399
CIRCLE K #2745152,Pelham,GA,31.1272,-84.1564,3.499
KWIK STAR #711,Monona,IA,43.034,-91.3934,3.624
CUBBYS #2301,Onawa,IA,42.037,-96.1072,3.149
STINKER #74,Bliss,ID,42.9449,-114.9104,3.634
METRO,Avenel,NJ,40.5826,-74.2785,3.299
ELIZABETH TRUCK STOP,Elizabethport,NJ,40.6501,-74.1871,3.399
HUCKS FOOD & FUEL #186,Heyworth,IL,40.3307,-88.9776,3.479
CHUCKLES #27,Washington,IN,38.6536,-87.1707,3.339
24-7,Colby,KS,39.383,-101.0442,3.05566666
JUMP START #9,South Haven,KS,37.05,-97.4042,3.069
CRVS #7,Tribune,KS,38.4962,-101.7656,3.399
EXIT 80 TRAVEL PLAZA,Crowley,LA,30.2216,-92.33975,3.109
BEAU CHENE TRUCK STOP,Grand Coteau,LA,30.4201,-92.0462,3.399
WHITE MARSH TRUCK STOP,White Marsh,MD,39.3923,-76.4132,3.369
CIRCLE K #4707001,Sherman,ME,45.8731,-68.3847,3.93233333
SPEEDWAY #8749,Flint,MI,43.013953,-83.720471,3.089
CHARLIES COUNTRY CORNER,Grayling,MI,44.677,-84.65085,3.799
LAKESHORE BP,Manistique,MI,46.0062,-86.2555,3.499
True North #254,Traverse City,MI,44.772375,-85.611775,3.729
DORR TRUCK STOP,Wayland,MI,42.6643,-85.6191,3.499
PETRO SERVE USA #54,Glyndon,MN,46.882,-96.5583,3.449
FLYING W CONVENIENCE STORE,Carthage,MO,37.1597,-94.3112,3.199
CASEYS #2907,Charleston,MO,36.9213,-89.3342,3.044
PILOT TRAVEL CENTERS #385,Collins,MO,37.881,-93.6608,3.49566666
FAST LANE #50,Laddonia,MO,39.2425,-91.6454,3.15733333
AMOCO,Lancaster,MO,40.5253,-92.5264,3.249
CASEYS #4399,New Florence,MO,38.9023,-91.4909,2.949
Kangaroo Crossing #1107,Pelahatchie,MS,32.318,-89.7913,3.199
CAN AM C STORE,Plentywood,MT,48.7788,-104.56,3.499
MINUTEMAN FOOD MART #20,Whiteville,NC,34.3241,-78.716,3.46066666
PUMP & PANTRY #35,Alma,NE,40.1189,-99.3601,3.459
BONS BONS MOBIL,Merrimack,NH,42.8667,-71.5128,3.699
Circle K #4706716,Yorkville,IL,41.6387,-88.4438,3.499
HAHN OIL,Coshocton,OH,40.2754,-81.866,3.299
QUIKTRIP #7096,Dayton,OH,39.746584,-84.19954,3.03233333
MOTOMART #4129,Marion,OH,40.6021,-83.0982,3.34233333
FUEL MART #701,Bedford,OH,41.3921,-81.5232,3.529
Bell Stores #165,Wooster,OH,40.8094,-81.9483,3.51566666
PETES #11,Dewey,OK,36.8013,-95.9345,3.154
FEGLEY VALERO,Tamaqua,PA,40.7983,-75.9735,3.599
CIRCLE K #2723873,Georgetown,SC,33.41725,-79.27495,2.899
FLASH MARKET #302,Pageland,SC,34.7722,-80.3966,3.38566666
ENMARKET #892,Harleyville,SC,33.2205,-80.4501,3.399
CORNER PANTRY #25,Huron,SD,44.36115,-98.2153,3.079
7-ELEVEN #36567,Bryan,TX,30.685714,-96.367071,3.144
CIRCLE K #2706340,Canton,TX,32.5143,-95.9047,2.77566666
CIRCLE K #2744522,New Boston,TX,33.4619,-94.4375,2.94233333
CEFCO #2070,Plainview,TX,34.13255,-101.77645,2.83233333
CEFCO #2006,Shamrock,TX,35.2142,-100.249,3.099
SPEEDWAY #4633,Roanoke,VA,37.283661,-79.951644,3.399
BJS AUTO TRUCK PLAZA,Rock Island,WA,47.3706,-120.1378,3.999
RIVER COUNTRY PLAZA,Cadott,WI,44.963,-91.1699,3.39733333
DARLINGTON MINI MART,Darlington,WI,42.6878,-90.1106,3.399
EXXON ON THE RUN,Gassville,AR,36.3175,-92.4736,3.695
PWI #502,Golden,CO,39.7078,-105.22975,3.199
REATA TRAVEL STOP,Sterling,CO,40.6306,-103.2212,3.399
CRVS STORE #6,Wray,CO,40.0685,-102.393,3.449
BP,Baxley,GA,31.781,-82.34855,3.599
NEIGHBORS EXPRESS,Hawkinsville,GA,32.2778,-83.4948,3.399
EATONTON TRAVEL CENTER,Eatonton,GA,33.32155,-83.3699,3.249
